PolymerEnvironmentID,PolymerID,Category,Agent,Conditions,Verdict,Finding,SourceID,Locator,Notes
PB00049,ASA,alkali,Potassium hydroxide (10 %),20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,resistant,"Luran S (ASA): + at 20 °C, + at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 8 test substance table, Potassium hydroxide (10 %)","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Luran S (ASA)."
PB00050,ABS,organic-solvent,Acetone,20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,not-resistant,"Terluran (ABS): - at 20 °C, - at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 3 test substance table, Acetone","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Terluran (ABS)."
PB00051,ASA,organic-solvent,Acetone,20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,not-resistant,"Luran S (ASA): - at 20 °C, - at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 3 test substance table, Acetone","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Luran S (ASA)."
PB00052,ABS,organic-solvent,Toluene,20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,not-resistant,"Terluran (ABS): - at 20 °C, - at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 10 test substance table, Toluene","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Terluran (ABS)."
PB00053,ASA,organic-solvent,Toluene,20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,not-resistant,"Luran S (ASA): - at 20 °C, - at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 10 test substance table, Toluene","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Luran S (ASA)."
PB00054,ABS,organic-solvent,Ethanol (95 %),20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,limited,"Terluran (ABS): + at 20 °C, 0 at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 5 test substance table, Ethanol (95 %)","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Terluran (ABS)."
PB00055,ASA,organic-solvent,Ethanol (95 %),20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,limited,"Luran S (ASA): + at 20 °C, 0 at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 5 test substance table, Ethanol (95 %)","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Luran S (ASA)."
PB00056,ABS,organic-solvent,Methyl ethyl ketone,20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,not-resistant,"Terluran (ABS): - at 20 °C, - at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 7 test substance table, Methyl ethyl ketone","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Terluran (ABS)."
PB00057,ASA,organic-solvent,Methyl ethyl ketone,20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,not-resistant,"Luran S (ASA): - at 20 °C, - at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 7 test substance table, Methyl ethyl ketone","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Luran S (ASA)."
PB00058,ABS,oil-grease,Motor oil (automotive),20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,resistant,"Terluran (ABS): + at 20 °C, + at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 7 test substance table, Motor oil (automotive)","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Terluran (ABS)."
PB00059,ASA,oil-grease,Motor oil (automotive),20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,resistant,"Luran S (ASA): + at 20 °C, + at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 7 test substance table, Motor oil (automotive)","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Luran S (ASA)."
PB00060,ABS,oil-grease,Paraffin oil,20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,resistant,"Terluran (ABS): + at 20 °C, + at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 8 test substance table, Paraffin oil","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Terluran (ABS)."
PB00061,ASA,oil-grease,Paraffin oil,20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,resistant,"Luran S (ASA): + at 20 °C, + at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 8 test substance table, Paraffin oil","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Luran S (ASA)."
PB00062,ABS,oil-grease,Diesel oil,20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,resistant,"Terluran (ABS): + at 20 °C, + at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 5 test substance table, Diesel oil","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Terluran (ABS)."
PB00063,ASA,oil-grease,Diesel oil,20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,resistant,"Luran S (ASA): + at 20 °C, + at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 5 test substance table, Diesel oil","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Luran S (ASA)."
PB00064,ABS,oil-grease,Gasoline (Standard unleaded),20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,limited,"Terluran (ABS): 0 at 20 °C, - at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 5 test substance table, Gasoline (Standard unleaded)","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Terluran (ABS)."
PB00065,ASA,oil-grease,Gasoline (Standard unleaded),20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,limited,"Luran S (ASA): 0 at 20 °C, 0 at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 5 test substance table, Gasoline (Standard unleaded)","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Luran S (ASA)."
PB00066,ABS,water-solubility,Sea water,20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,resistant,"Terluran (ABS): + at 20 °C, + at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 9 test substance table, Sea water","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Terluran (ABS)."
PB00067,ASA,water-solubility,Sea water,20 °C and 50 °C; pure chemicals; aqueous solutions at the stated % by weight,resistant,"Luran S (ASA): + at 20 °C, + at 50 °C",R-BASF-STYRENE-COPOLYMERS-CHEM,"p. 9 test substance table, Sea water","Key: + resistant over a period of months to years; 0 limited resistance (some swelling, solvation or environmental stress cracking possible); - not resistant (severe swelling, decomposition, solvation or environmental stress cracking). Where the 20 °C and 50 °C ratings differ, the verdict here is limited and both ratings are given. Column read: Luran S (ASA)."
PB00068,HIPS,acid,Dilute mineral acids,Not stated,resistant,"Polystyrene is resistant to water, alkalis and dilute mineral acids, as well as to aqueous solutions of most salts.",R-BASF-POLYSTYRENE-STYROLUX,p. 12 Resistance to chemicals,"The brochure covers general-purpose and high-impact polystyrene together as ""Polystyrene""; the statement is class-level. BASF was the producer at publication (2010); the resins are now INEOS Styrolution."
PB00069,HIPS,acid,"Concentrated sulfuric acid; strong oxidizing agents (nitric acid, chlorine water, bromine water, sodium hypochlorite solution)",Not stated,not-resistant,"Polystyrene is also attacked by concentrated sulfuric acid and strong oxidizing agents, e.g. nitric acid, chlorine water, bromine water and sodium hypochlorite solution.",R-BASF-POLYSTYRENE-STYROLUX,p. 12 Resistance to chemicals,"The brochure covers general-purpose and high-impact polystyrene together as ""Polystyrene""; the statement is class-level. BASF was the producer at publication (2010); the resins are now INEOS Styrolution."
