CoverageID,MaterialID,Domain,Status,Manufacturer count,Finding
C01212,M069,Grades,Gap,2,"2 distinct manufacturer(s) documented against target 3. A second formulation was recorded 2026-09-17 (m39) from a data sheet publishing a tensile or flexural strength, so the screening back-test has a case for this material (D48, D59)."
C01213,M071,Grades,Superseded,Not applicable,"Superseded by C01234 (2026-09-19; was ""Gap""): 2 distinct manufacturer(s) documented against target 3. A second formulation was recorded 2026-09-17 (m39) from a data sheet publishing a tensile or flexural strength, so the screening back-test has a case for this material (D48, D59)."
C01214,M071,Moisture / environmental,Evidence recorded,Not applicable,"1 moisture record from this material's own source, recorded 2026-09-17 (m40): the Siraya Tech Fibreheart PPA-GF safety data sheet states the storage and hygroscopicity condition for the grade. It is a publisher statement about handling, not a measured exposure result, and the four Siraya sheets print it identically."
C01215,M082,Grades,Superseded,Not applicable,"Superseded by C01226 (2026-09-19; was ""Gap""): 2 distinct manufacturer(s) documented against target 3: Spectrum, iSANMATE. Recounted 2026-09-18 (m53-batch-b01-spectrum) after the grades this batch added."
C01216,M039,Grades,Superseded,Not applicable,"Superseded by C01220 (2026-09-19; was ""Resolved""): 3 distinct manufacturer(s) documented against target 3: Polymaker, Spectrum, iSANMATE. Recounted 2026-09-18 (m54-batch-b02-spectrum) after the grades this batch added."
C01217,M066,Grades,Superseded,Not applicable,"Superseded by C01244 (2026-09-19; was ""Gap""): 2 distinct manufacturer(s) documented against target 3: FormFutura, Spectrum. Recounted 2026-09-18 (m54-batch-b02-spectrum) after the grades this batch added."
C01218,M088,Grades,Resolved,3,"3 distinct manufacturer(s) documented against target 3: 3DXTECH, Extrudr, Spectrum. Recounted 2026-09-19 (m63-batch-b07-extrudr) after the grades this batch added."
C01219,M034,Grades,Superseded,Not applicable,"Superseded by C01232 (2026-09-19; was ""Resolved""): 5 distinct manufacturer(s) documented against target 3: Extrudr, Flashforge, IPCON, Spectrum, iSANMATE. Recounted 2026-09-19 (m63-batch-b07-extrudr) after the grades this batch added."
C01220,M039,Grades,Superseded,Not applicable,"Superseded by C01227 (2026-09-19; was ""Resolved""): 4 distinct manufacturer(s) documented against target 3: Extrudr, Polymaker, Spectrum, iSANMATE. Recounted 2026-09-19 (m63-batch-b07-extrudr) after the grades this batch added."
C01221,M052,Grades,Superseded,Not applicable,"Superseded by C01243 (2026-09-19; was ""Gap""): 2 distinct manufacturer(s) documented against target 3: 3DXTECH, Extrudr. Recounted 2026-09-19 (m63-batch-b07-extrudr) after the grades this batch added."
C01222,M029,Grades,Superseded,Not applicable,"Superseded by C01231 (2026-09-19; was ""Resolved""): 3 distinct manufacturer(s) documented against target 3: 3DXTECH, Extrudr, iSANMATE. Recounted 2026-09-19 (m63-batch-b07-extrudr) after the grades this batch added."
C01223,M095,Grades,Gap,2,"2 distinct manufacturer(s) documented against target 3: Extrudr, Polymaker. Recounted 2026-09-19 (m63-batch-b07-extrudr) after the grades this batch added."
C01224,M018,Source conflict,Reviewed with limitations,Not applicable,"Reviewed 2026-09-19 (ruling R045). Extrudr's PLA BASIC CF sheet of 04.05.2026 reprints the PLA Basic table value for value: modulus, strength, stress at break, elongation, impact, HDT, melting, shrinkage and density are identical to the unfilled sheet of 16.07.2025 and only the hardened-nozzle recommendation differs, while the sheet's own prose claims significantly higher rigidity. The product and its sheet are registered; none of its numbers is recorded here, because each of them is the unfilled material's measurement. G018-07 therefore has no measurement of its own until Extrudr publishes one."
C01225,M075,Mechanical,Evidence recorded,Not applicable,"Recorded 2026-09-19 (m65). SUNLU's PVA sheet publishes a tensile strength and an elongation at break on printed specimens in both directions, so the material is no longer without mechanical evidence of its own. What it still lacks is a modulus and an impact strength: no sheet in the register publishes either for a PVA."
C01226,M082,Grades,Superseded,Not applicable,"Superseded by C01239 (2026-09-19; was ""Resolved""): 3 distinct manufacturer(s) documented against target 3: SUNLU, Spectrum, iSANMATE. Recounted 2026-09-19 (m65-batch-b08-sunlu) after the grades this batch added."
C01227,M039,Grades,Superseded,Not applicable,"Superseded by C01230 (2026-09-19; was ""Resolved""): 5 distinct manufacturer(s) documented against target 3: Extrudr, Polymaker, SUNLU, Spectrum, iSANMATE. Recounted 2026-09-19 (m65-batch-b08-sunlu) after the grades this batch added."
C01228,M097,Grades,Resolved,3,"3 distinct manufacturer(s) documented against target 3: 3DXTECH, SUNLU, iSANMATE. Recounted 2026-09-19 (m65-batch-b08-sunlu) after the grades this batch added."
C01229,M093,Grades,Resolved,3,"3 distinct manufacturer(s) documented against target 3: Polymaker, Prusa Research, SUNLU. Recounted 2026-09-19 (m65-batch-b08-sunlu) after the grades this batch added."
C01230,M039,Grades,Superseded,Not applicable,"Superseded by C01235 (2026-09-19; was ""Resolved""): 6 distinct manufacturer(s) documented against target 3: Eryone, Extrudr, Polymaker, SUNLU, Spectrum, iSANMATE. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01231,M029,Grades,Resolved,4,"4 distinct manufacturer(s) documented against target 3: 3DXTECH, Eryone, Extrudr, iSANMATE. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01232,M034,Grades,Resolved,6,"6 distinct manufacturer(s) documented against target 3: Eryone, Extrudr, Flashforge, IPCON, Spectrum, iSANMATE. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01233,M030,Grades,Resolved,3,"3 distinct manufacturer(s) documented against target 3: 3DXTECH, Flashforge, iSANMATE. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01234,M071,Grades,Resolved,3,"3 distinct manufacturer(s) documented against target 3: Flashforge, IPCON, Siraya Tech. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01235,M039,Grades,Superseded,Not applicable,"Superseded by C01240 (2026-09-19; was ""Resolved""): 7 distinct manufacturer(s) documented against target 3: Eryone, Extrudr, Flashforge, Polymaker, SUNLU, Spectrum, iSANMATE. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01236,M089,Grades,Gap,2,"2 distinct manufacturer(s) documented against target 3: Fiberlogy, Fillamentum. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01237,M087,Grades,Resolved,4,"4 distinct manufacturer(s) documented against target 3: Fabru, Fabru / purefil, Grupa Azoty, Yousu. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01238,M046,Grades,Resolved,4,"4 distinct manufacturer(s) documented against target 3: BASF Forward AM, DSM, Fabru / purefil, Kimya. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01239,M082,Grades,Resolved,4,"4 distinct manufacturer(s) documented against target 3: Fabru / purefil, SUNLU, Spectrum, iSANMATE. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01240,M039,Grades,Superseded,Not applicable,"Superseded by C01246 (2026-09-19; was ""Resolved""): 8 distinct manufacturer(s) documented against target 3: Eryone, Extrudr, Fabru / purefil, Flashforge, Polymaker, SUNLU, Spectrum, iSANMATE. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01241,M038,Grades,Resolved,3,"3 distinct manufacturer(s) documented against target 3: BASF Forward AM, Fabru / purefil, SIDDAMENT. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01242,M081,Grades,Resolved,3,"3 distinct manufacturer(s) documented against target 3: 3DXTECH, Fabru / purefil, Spectrum. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01243,M052,Grades,Resolved,3,"3 distinct manufacturer(s) documented against target 3: 3DXTECH, Extrudr, Fabru / purefil. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01244,M066,Grades,Resolved,3,"3 distinct manufacturer(s) documented against target 3: FormFutura, Spectrum, colorFabb. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01245,M045,Grades,Resolved,5,"5 distinct manufacturer(s) documented against target 3: Fillamentum, Kimya, Spectrum, colorFabb, eSUN. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
C01246,M039,Grades,Resolved,9,"9 distinct manufacturer(s) documented against target 3: Eryone, Extrudr, Fabru / purefil, Flashforge, Polymaker, SUNLU, Spectrum, colorFabb, iSANMATE. Recounted 2026-09-19 (m72-batch-b09) after the grades this batch added."
