ProfileID,MaterialID,GradeID,Profile,Nozzle °C,Nozzle state,Nozzle min °C,Nozzle max °C,Nozzle requirement,Bed °C,Bed state,Bed min °C,Bed max °C,Bed requirement,Chamber °C,Chamber state,Chamber min °C,Chamber max °C,Chamber requirement,Enclosure,Enclosure state,Plate,Drying,Drying state,Drying °C,Drying hours,Nozzle material,Nozzle diameter,Abrasion / clogging,Hardened nozzle,H2C left,H2C right,AMS 2 Pro,AMS HT,AMS published,Support pairing,Failure modes,SourceID,H2C SourceID,Locator,Parse review
P0047,M037,G037-03,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,I-PC-CF-TDS,H2C-WIKI,Recommended printing settings,Not applicable
P0048,M038,G038-01,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,90-110 °C —,range,90,110,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PCGF-TDS-1,H2C-WIKI,Recommended printing settings,Not applicable
P0049,M039,G039-01,Manufacturer published guidance,210 - 230 (℃),range,210,230,required,25 - 60 (˚C),range,25,60,required,Room temperature,ambient,Not applicable,Not applicable,required,Not published,unknown,"BuildTak® , Glass, Blue Tape",Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,material PolySupport™ and PolyDissolve™ S1,Not published,S-POLYCN-PolyFlex-TPU95-TDS-V5-1,H2C-WIKI,Recommended printing settings,Not applicable
P0050,M039,G039-02,Manufacturer published guidance,220 -240 ºC,range,220,240,required,30 -500 ºC,range,30,30,required,0-50 °C,range,0,50,required,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,I-TPU-TDS,H2C-WIKI,Recommended printing settings,Not applicable
P0051,M040,G040-01,Manufacturer published guidance,220 -240 °C,range,220,240,required,30 -35 °C,range,30,35,required,25 - 45°C,range,25,45,required,Not published,unknown,Textured PEI Plate /Smooth PEI Plate,"Blast Drying Oven: 70 °C, 8 h",stated,70,8,Not published,"0.4, 0.6,0.8 mm",Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,B-tpu-for-ams-TDS,H2C-WIKI,Recommended printing settings,Not applicable
P0052,M041,G041-01,Manufacturer published guidance,220 - 240 °C,range,220,240,required,30 - 35 °C,range,30,35,required,25 - 45 °C,range,25,45,required,Not published,unknown,"Cool Plate, Engineering Plate, High","Blast Drying Oven: 70 °C, 8 h",stated,70,8,Not published,"0.4, 0.6, 0.8 mm",Not published,Not published,Not supported at baseline; 90A/95A HF future firmware noted,Right only,Not compatible,External spool; do not infer AMS feeding from drying support,Not published,Not published,Not published,B-tpu-95a-hf-TDS,H2C-WIKI,Recommended printing settings,Not applicable
P0053,M042,G042-01,Manufacturer published guidance,200 -250 °C,range,200,250,required,30 -35 °C,range,30,35,required,25 -45 °C,range,25,45,required,Not published,unknown,"Smooth PEI Plate, Textured PEI Plate","Blast Drying Oven: 70 °C,8 h",stated,70,8,Not published,"0.4,0.6, 0.8 mm",Not published,Not published,Not supported at baseline; 90A/95A HF future firmware noted,Right only,Not compatible,External spool; do not infer AMS feeding from drying support,Not published,Not published,Not published,B-TPU-SOFT-TDS-4,H2C-WIKI,Recommended printing settings,Not applicable
P0054,M043,G043-01,Manufacturer published guidance,200 -250 °C,range,200,250,required,30 -35 °C,range,30,35,required,25 -45 °C,range,25,45,required,Not published,unknown,"Smooth PEI Plate, Textured PEI Plate","Blast Drying Oven: 70 °C, 8 h",stated,70,8,Not published,"0.6,0.8 mm",Not published,Not published,Not supported at baseline; 90A/95A HF future firmware noted,Right only,Not compatible,External spool; do not infer AMS feeding from drying support,Not published,Turn on,Not published,B-TPU-SOFT-TDS-5,H2C-WIKI,Recommended printing settings,Not applicable
P0055,M044,G044-01,Manufacturer published guidance,220-240°C,range,220,240,required,20-60°C,range,20,60,required,No setpoint published ('-' in TDS),no-setpoint,Not applicable,Not applicable,unknown,Not published,unknown,Not published,60°C for4-16h hot-air dryer or vacuum oven,stated,60,16,Not published,≥0.4 mm,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-TPC,H2C-WIKI,Recommended printing settings,Not applicable
P0056,M039,G039-03,Manufacturer published guidance,210 - 230 (℃),range,210,230,required,25 - 60 (˚C),range,25,60,required,Room temperature,ambient,Not applicable,Not applicable,required,Not published,unknown,"BuildTak® , Glass, Blue Tape",Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,material PolySupport™ and PolyDissolve™ S1,Not published,S-POLYCN-PolyFlex-TPU90-TDS-V5-1,H2C-WIKI,Recommended printing settings,Not applicable
P0057,M045,G045-01,Manufacturer published guidance,230~260 ℃ (recommended: 240℃),range,230,260,required,60~90 ℃,range,60,90,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,0.4 mm,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PEBA-PEBA90A-TDS-en,H2C-WIKI,Recommended printing settings,Not applicable
P0058,M045,G045-02,Manufacturer published guidance,200-240°C,range,200,240,required,0-50°C,range,0,77,required,Not published,unknown,Not applicable,Not applicable,unknown,for printing not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,No,Not published,Ruby or hardened nozzle recommended No,FALSE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-peba,H2C-WIKI,Recommended printing settings,"Corrected 2026-09-21 (m102) against the source: the cell held the sentence printed beside it in the column to its right; it now holds what its own cell prints. Corrected 2026-09-21 (m102) against the source: the sheet asks ""Ruby or hardened nozzle recommended"" in its label and answers ""No"" in the cell; the cell held the tail of the label with the answer. Corrected 2026-09-21 (m102) against the source: the cell held the sentence printed beside it in the column to its right; it now holds what its own cell prints. Corrected 2026-09-21 (m102) against the source: the sheet asks ""Ruby or hardened nozzle recommended"" in its label and answers ""No"" in the cell; the cell held the tail of the label with the answer. Corrected 2026-09-21 (m102) against the source: the cell held the sentence printed beside it in the column to its right; it now holds what its own cell prints. Corrected 2026-09-21 (m102) against the source: the sheet asks ""Ruby or hardened nozzle recommended"" in its label and answers ""No"" in the cell; the cell held the tail of the label with the answer."
P0059,M046,G046-01,Manufacturer published guidance,220-240°C,range,220,240,required,20-60°C,range,20,60,required,No setpoint published ('-' in TDS),no-setpoint,Not applicable,Not applicable,unknown,Not published,unknown,Not published,60°C for4-16h hot-air dryer or vacuum oven,stated,60,16,Not published,≥0.4 mm,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-TPC,H2C-WIKI,Recommended printing settings,Not applicable
P0060,M047,G047-01,Manufacturer published guidance,250 - 270 (℃),range,250,270,required,25 - 50 (˚C),range,25,50,required,40 - 60 (˚C),range,40,60,required,Not published,unknown,"PA film, PI film",Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,material PolyDissolve™ S1,Not published,S-POLYCN-PolyMide-CoPA-TDS-V5-2,H2C-WIKI,Recommended printing settings,Not applicable
P0061,M047,G047-02,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,X-AMIDEX-PA6-Copolymer-v1-0,H2C-WIKI,Recommended printing settings,Not applicable
P0062,M047,G047-03,Manufacturer published guidance,250-280°C,range,250,280,required,60-80°C,range,60,80,required,Not published,unknown,Not applicable,Not applicable,unknown,recommended,recommended,Not published,Not published,unknown,Not applicable,Not applicable,not necessary,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,H2C-WIKI,Recommended printing settings,Not applicable
P0063,M048,G048-01,Manufacturer published guidance,260 - 290 °C,range,260,290,required,80 - 100 °C,range,80,100,required,45 - 60 °C,range,45,60,required,Not published,unknown,"Engineering Plate, High Temperature Plate or","Blast Drying Oven: 80 °C, 8 - 12 h",stated,80,12,Not published,"0.4, 0.6(recommended), 0.8 mm",Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,B-paht-cf-TDS,H2C-WIKI,Recommended printing settings,Not applicable
P0064,M049,G049-01,Manufacturer published guidance,250-280°C,range,250,280,required,60-80°C,range,60,80,required,Not published,unknown,Not applicable,Not applicable,unknown,recommended,recommended,Not published,Not published,unknown,Not applicable,Not applicable,not necessary,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,H2C-WIKI,Recommended printing settings,Not applicable
P0065,M050,G050-01,Manufacturer published guidance,260 - 290 °C,range,260,290,required,80 - 100 °C,range,80,100,required,45 - 60 °C,range,45,60,required,Not published,unknown,"Engineering Plate, High Temperature Plate or","Blast Drying Oven: 80 °C, 8 - 12 h",stated,80,12,Not published,"0.4, 0.6 ( Recommended ), 0.8 mm",Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,B-pa6-cf-TDS,H2C-WIKI,Recommended printing settings,Not applicable
P0066,M051,G051-01,Manufacturer published guidance,260 - 290 °C,range,260,290,required,80 -100 °C,range,80,100,required,45 - 60 °C,range,45,60,required,Not published,unknown,"Engineering Plate,High Temperature Plate","Blast Drying Oven: 80 °C,8-12 h",stated,80,12,Not published,"0.4, 0.6( recommended ),0.8 mm",Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,B-pa6-gf-TDS,H2C-WIKI,Recommended printing settings,Not applicable
